[2026-09-25--06-23-06 INFO actix_server::builder] starting 5 workers
[2026-09-25--06-23-06 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-09-25--06-23-06 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-09-25--06-23-08 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-09-25--06-23-12 INFO surfpool::cli::simnet] Datasource connection successful. Epoch 1042 / Slot index 112985 / Slot 450256985.
[2026-09-25--06-23-12 INFO surfpool::cli::simnet] No keypair found at provided path /Users/mac/.config/solana/id.json; skipping airdrop for that keypair
[2026-09-25--06-23-12 INFO surfpool::cli::simnet] Account 2TL4offmc2uDbuscFYjRZjHbea1ixTHXiAjbT42qbV8j updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account vcmrw431aNM8ngQ46derkZXipoTGQdbHkEygBDh12dA updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account DeS7sR48ZcFTUmt5FFEVDr1v1bh73aAbZiZq3SYr8Eh8 updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account bn2oPgpkzQPT3tohMaAsMVGjhDmmDa4jCaVPqCFmtxM updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account zkdoVwnSFnSLtGJG7irJPEYUpmb4i7sGMGcnN6T9rnC updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account ptokFjwyJtrwCa9Kgo9xoDS59V4QccBGEaRFnRPnSdP updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account YbbRLkvenrocjGPGyoQE4wjnvYzTgfsk38NFmcYK7a5 updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account b1sgUiJ3qu7hYm3tNDyyqZNQd6gLGJmJppnLNa93PCQ updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account 2GCrNXbzmt4xrwdcKS2RdsLzsgu4V5zHAemW57pcHT6a updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account zkexuyPRdyTVbZqEAREueqL2xvvoBhRgth9xGSc1tMN updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account 6sPDzwyARRExKH52LECxcGoqziH8G7SZofwuxi8Ja331 updated.
[2026-09-25--06-23-15 INFO surfpool::cli::simnet] Account EDGMC5kxFxGk4ixsNkGt8bW7QL5hDMXnbwaZvYMwNfzF updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account 76dHtohc2s5dR3ahJyBxs7eJJVipFkaPdih9CLgTTb4B updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account 4WeHX6QoXCCwqbSFgi6dxnB6QsPo6YApaNTH7P4MLQ99 updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account GDH5TVdbTPUpRnXaRyQqiKUa7uZAbZ28Q2N9bhbKoMLm updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account AnAP9zPV4KL7czAPQbFhpDKV2tx7g4UGNbK9wvXwjaRo updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account STk5Xj8hdAx3sTzmtJ3QysKkq6X2A3yj73JtxttiRyk updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account Eg7tXEwMZzS98xaZ1YHUbdRHsaYZiCsSaR6sKgxreoaj updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account VAT9huvhPjRN9cyrPytq9rwvEJ3J4ADtjdncgZRyANJ updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account rexav5eNTUSNT1K2N7cfRjnthwhcP5BC25v2tA4rW4h updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account 4a6f7o7iTcA8hRDCrPLkSatnt5Ykxiu36wo5p1Tt12wC updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account 5cC3foj77CWun58pC51ebHFUWavHWKarWyR5UUik7dnC updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account bn1hKNURMGQaQoEVxahcEAcqiX3NwRs6hgKKNSLeKxH updated.
[2026-09-25--06-23-16 INFO surfpool::cli::simnet] Account vcmrbYbiMVKaq1snKP6eCacNDcr6qZvpCNUjmk6gxvZ updated.
[2026-09-25--06-23-18 INFO surfpool::cli::simnet] Account 6aHuNsUmwSzCEMjrBzBCYaxHAyAcQBjVES92JigHBDuC updated.
[2026-09-25--06-23-18 INFO surfpool::cli::simnet] Account LTDSzjZKFJMKHYpNycG1FrWwGGTaFFwqEFjB5GGLNVD updated.
